y1(t),y2(t),y3(t),y4(t),y5(t),y6(t),y7(t),y8(t)
0.0006566688714049094,0.00012833186229954915,4.419722935372599e-5,0.0010208024280157298,0.00012437570487838117,0.0004676574122174109,3.707631659667423e-5,0.005662923683403309
