timestamp,y1(t),y2(t),y3(t),y4(t),y5(t),y6(t),y7(t),y8(t)
0.0,0.0006566688714049094,0.00012833186229954915,4.419722935372599e-5,0.0010208024280157298,0.00012437570487838117,0.0004676574122174109,3.707631659667423e-5,0.005662923683403309
0.1,0.0006845121261358485,0.0001301737347668269,4.551188604717874e-5,0.0011029408481536868,0.0001255138784959593,0.00046354448511560316,9.675880341766758e-5,0.005603241196582316
0.2,0.0007110252642338918,0.00013400512848584976,4.815523142309546e-5,0.0011810022925706628,0.00012860975558279616,0.0004683935739983868,0.0001450937403546589,0.005554906259645324
0.3,0.0007375485884531327,0.00013861229295473383,5.121805912740154e-5,0.001257352010982647,0.00013327993810721437,0.0004800872365402568,0.0001853466303946554,0.005514653369605328
0.4,0.0007644163736202342,0.0001435858054322112,5.441947000631799e-5,0.0013329321767855565,0.00013924216616588672,0.0004971280017829443,0.00021988612593800948,0.005480113874061974
0.5,0.0007917098883963808,0.00014874461151656205,5.7651811424087786e-5,0.0014082372585503733,0.0001462886466818779,0.0005184242721073726,0.0002504423004386088,0.005449557699561375
0.6,0.0008193868581763696,0.0001540312888261618,6.089774047147651e-5,0.0014835052527646317,0.00015426626113029034,0.0005431769803808691,0.0002782779580877138,0.005421722041912269
0.7,0.0008474092091328632,0.00015940928520517746,6.414985110131293e-5,0.0015589011793154738,0.00016306200075321702,0.0005707947782117796,0.0003043140000737359,0.005395685999926247
0.8,0.000875724083915746,0.00016487160359128196,6.741878950841833e-5,0.0016345124321487257,0.00017259304043180045,0.0006008462918704343,0.00032921132499361377,0.005370788675006369
0.9,0.0009043274967634859,0.00017038669967513575,7.069153330110023e-5,0.0017104501264857794,0.00018279411344394042,0.0006329914434992627,0.0003534778030427286,0.005346522196957254
1.0,0.0009331791927243125,0.0001759620732916227,7.398244441187001e-5,0.0017867426806586345,0.0001936193644593395,0.0006669986610388287,0.0003774501328875906,0.0053225498671123925
1.1,0.0009622586868686191,0.0001815972258049767,7.729717844736346e-5,0.001863422181501183,0.0002050332221144451,0.0007026931083770644,0.0004013731638422616,0.005298626836157721
1.2,0.0009915840746902926,0.00018726556835620812,8.061982786340039e-5,0.0019405595872434309,0.00021700503107963896,0.0007399258585366402,0.00042544821599393735,0.005274551784006046
1.3,0.0010211423054137204,0.00019296970009812992,8.395552565107881e-5,0.002018169620404254,0.00022951281032142557,0.000778600856883535,0.0004497975597645268,0.005250202440235456
1.4,0.0010508802974673105,0.00019874704415182698,8.733489324023422e-5,0.0020962039454778376,0.00024254068653717755,0.000818663572561554,0.0004744846990761527,0.00522551530092383
1.5,0.0010808116496003367,0.00020458390472836519,9.074901867937579e-5,0.0021746986254130864,0.00025607348386846195,0.0008600574349709158,0.000499571493009537,0.005200428506990446
1.6,0.0011110612726779566,0.00021038089855091358,9.412296196270007e-5,0.002253831344033336,0.0002700969267802317,0.0009027197531585407,0.0005251190199657269,0.005174880980034256
1.7,0.001141693584373036,0.0002160878927117883,9.741892850276646e-5,0.0023336944320423883,0.0002846011490101366,0.0009466204527904926,0.000551146284132252,0.005148853715867731
1.8,0.0011722667000379095,0.00022204783784317658,0.00010090056649212881,0.0024137268995665455,0.0002995773779000271,0.0009917927881753197,0.000577637150854418,0.005122362849145565
1.9,0.0012027336643688155,0.00022829785070497565,0.00010459669238842384,0.002493875111160564,0.0003150177513984852,0.001038232014129093,0.0006045900618350941,0.005095409938164889
2.0,0.0012335477065866529,0.00023448778085281645,0.00010823876283101743,0.00257472770128074,0.00033091566876098294,0.0010858856500227665,0.0006320204174508886,0.005067979582549094
2.1,0.001265991648528893,0.00023962551186303718,0.00011106525992869872,0.0026579373001582095,0.0003472679968109804,0.0011346325388273944,0.0006599531512855013,0.005040046848714482
2.2,0.0012984023840330926,0.00024500040309426575,0.00011406613226259427,0.0027413724797325846,0.00036406480002944286,0.0011846274102640122,0.0006883404368812672,0.005011659563118716
2.3,0.0013285434866347238,0.00025234553368986385,0.00011857201238347003,0.002822166422650232,0.00038129399240630394,0.001236072060066922,0.0007171328654815768,0.004982867134518406
2.4,0.0013583556408388474,0.0002601601980837657,0.0001234306963783687,0.0029028139861438053,0.00039895739535920574,0.0012888037740823477,0.0007463477189054693,0.004953652281094513
2.5,0.0013930757590750265,0.00026439188247601056,0.00012553074972517913,0.0029900409239551604,0.0004170680453680163,0.001342373974926557,0.00077605274289123,0.004923947257108752
2.6,0.0014277170151090197,0.0002689031676108347,0.0001278377206535794,0.0030774494372773843,0.0004356059776391786,0.00139722640073282,0.0008061597536915847,0.004893840246308398
2.7,0.0014564242224276611,0.0002782289407664931,0.00013383331656831272,0.003157527027427515,0.0004545485952342249,0.001453879215544391,0.0008365709000477137,0.0048634290999522685
2.8,0.0014876309794956569,0.00028584203369602494,0.00013850610519005403,0.0032411022829558662,0.00047392152020899484,0.0015116177473518478,0.0008673899826369389,0.0048326100173630435
2.9,0.0015249074147412251,0.00028898050548326537,0.0001397354835193079,0.003332760964863521,0.0004937343983734386,0.001570148089426076,0.0008986534090752384,0.004801346590924745
3.0,0.0015565811286759627,0.0002966828905606367,0.00014446091454682917,0.0034175234285942204,0.0005139461755357319,0.0016304911663292828,0.0009301860751363227,0.00476981392486366
3.1,0.001587789661249353,0.00030497383533049195,0.00014963016469036596,0.0035019873004574174,0.0005345726712569462,0.0016922215575228587,0.0009620443278157909,0.004737955672184192
3.2,0.0016244876929905954,0.0003092453921873044,0.00015170531087450775,0.0035937990716481097,0.0005556327372475874,0.0017548442061679247,0.0009942967936904423,0.004705703206309541
3.3,0.001657696811899349,0.0003164505228842916,0.00015602456617089095,0.0036814370563715716,0.0005770954646249424,0.0018191495444309584,0.0010268079891897544,0.004673192010810228
3.4,0.001690833666331955,0.0003239462070975559,0.000160558620379094,0.0037692899006367287,0.0005989719474149619,0.0018848635218298093,0.0010596112885474691,0.004640388711452514
3.5,0.0017270323420002468,0.000329308195978781,0.0001634461293751385,0.0038613835484820162,0.0006212725813522261,0.0019517365610479335,0.001092737815830783,0.0046072621841692
3.6,0.0017611236378747865,0.00033654049130338266,0.0001677611747459991,0.003951085818453063,0.0006439803837240243,0.002020234481279896,0.0011261042757473307,0.004573895724252652
3.7,0.0017955216844458047,0.00034377625251001063,0.000172070373855419,0.0040414985217791756,0.0006671040411831928,0.0020901720210346115,0.0011597316417595472,0.004540268358240436
3.8,0.0018319442055677742,0.00034968780066477173,0.00017535429675607562,0.00413482956379009,0.0006906501325633888,0.0021614235525287276,0.0011936333841031728,0.00450636661589681
3.9,0.001866928281738993,0.0003569582238282539,0.0001796728621014157,0.00422663696339059,0.0007146084738083702,0.0022343117187722853,0.0012277488546062888,0.0044722511453936945
4.0,0.0019020685538031882,0.00036435516697943084,0.00018407982662505283,0.00431897065298347,0.000738985920915114,0.0023087241539501684,0.0012620889904311726,0.00443791100956881
4.1,0.0019391652558082692,0.00037048712819734295,0.00018750675894934235,0.004414144474182025,0.0007637901776041516,0.0023845300235937027,0.0012966703547834344,0.004403329645216549
4.2,0.001975133611471033,0.0003777445032722697,0.00019178885404292712,0.0045082018583876724,0.0007890133309959114,0.002462022821750744,0.0013314369125582144,0.004368563087441769
4.3,0.0020107583439089843,0.0003855220172995772,0.00019646132143282192,0.004602153158421768,0.0008146604568194194,0.002541162773162651,0.0013663886344908128,0.00433361136550917
4.4,0.002048656681599868,0.00039179572633572546,0.00019997015997373855,0.004699360952969008,0.0008407427603705915,0.0026217506274148514,0.001401555322498772,0.004298444677501211
4.5,0.0020857968420636935,0.00039891506262279726,0.00020411911150870475,0.004795936734867912,0.0008672533915107633,0.002704077775090452,0.0014368823368360502,0.004263117663163933
4.6,0.002121923087495266,0.0004070803191949165,0.0002090618746073644,0.00489155536052876,0.0008941949162410215,0.0027881975626268,0.0014723542024957079,0.004227645797504275
4.7,0.002160357647080671,0.00041372181823420666,0.0002128254499735884,0.004990484401170119,0.0009215816756209262,0.0028738527407008094,0.0015080112245985891,0.004191988775401394
4.8,0.0021988901630821665,0.0004205531284292152,0.00021672538127824273,0.0050898897845403305,0.0009494102685418358,0.002961265185921238,0.0015438127941052944,0.004156187205894688
4.9,0.002235764062392514,0.00042893652926087025,0.0002218075027522359,0.005187519940640566,0.0009776792179405289,0.0030506209595312006,0.0015797213508325523,0.0041202786491674305
5.0,0.00227433592983163,0.00043627581535137525,0.0002260784464441093,0.0052876865981158015,0.0010064038425759542,0.003141663714295114,0.0016157765014830625,0.004084223498516921
5.1,0.002314314004462949,0.00044279928664180037,0.00022971341125864423,0.005390018466764155,0.001035587723168966,0.0032344511542437733,0.0016519675537100425,0.004048032446289941
5.2,0.0023523073587118715,0.00045113458218852645,0.00023472973392411068,0.005490166173510436,0.0010652248266225129,0.003329312611165284,0.0016882341476174138,0.0040117658523825695
5.3,0.0023907846909122523,0.0004593721084451235,0.0002396612323232941,0.005591300710122686,0.0010953264173435486,0.0034259985301932747,0.001724661518189262,0.003975338481810722
5.4,0.002430854799568014,0.0004666535851780098,0.00024384893913836534,0.005694845540371828,0.0011258945609977575,0.0035239415631155356,0.0017616963044954272,0.0039383036955045565
5.5,0.002471102378045008,0.0004740874690872623,0.00024814346028695876,0.005799000628259778,0.001156953637056019,0.0036240694405104295,0.0017986919562546512,0.0039013080437453325
5.6,0.002511527426343235,0.0004816737601728811,0.0002525447957690744,0.0059037659737865384,0.001188503645518333,0.0037263821623779573,0.0018356484734669343,0.003864351526533049
5.7,0.0025521299444626958,0.0004894124584348662,0.00025705294558471233,0.006009141576952109,0.0012205445863847,0.0038308797287181194,0.0018725658561322771,0.003827434143867706
5.8,0.002592909932403389,0.0004973035638732175,0.00026166790973387237,0.0061151274377564905,0.0012530764596551194,0.003937562139530915,0.0019094441042506788,0.0037905558957493047
5.9,0.0026338673901653157,0.0005053470764879351,0.0002663896882165547,0.006221723556199682,0.0012860992653295916,0.004046429394816345,0.00194628321782214,0.0037537167821778436
6.0,0.0026750870984812458,0.0005134762174331942,0.0002711670444418164,0.006329037340441367,0.0013196088547679009,0.004157543590978492,0.001983009084707078,0.003716990915292905
6.1,0.0027166718573653813,0.0005216246706626567,0.00027594862880470414,0.006437217876298647,0.0013536427685445992,0.004270992665713228,0.0020197189699196097,0.0036802810300803736
6.2,0.0027586044325339358,0.0005298092466862761,0.00028074723595563337,0.006546247491178732,0.00138821124857824,0.004386766787346769,0.002056469252306209,0.0036435307476937744
6.3,0.002800884823986908,0.0005380299455040523,0.00028556286589460396,0.006656126185081622,0.0014233142948688225,0.004504865955879112,0.0020932599318668754,0.003606740068133108
6.4,0.0028435130317242983,0.0005462867671159853,0.000290395518621616,0.006766853958007318,0.0014589519074163476,0.004625290171310262,0.00213009100860161,0.0035699089913983732
6.5,0.002886478139435897,0.0005545854761344357,0.00029524970837902187,0.006878413407080294,0.0014951157371360406,0.004747884134070929,0.002167071701173802,0.003532928298826181
6.6,0.0029297559542550227,0.0005629535442307,0.00030014624268461784,0.006990784602320074,0.0015318314440472835,0.004872720722306984,0.0022042325005009926,0.0034957674994989907
6.7,0.002973362878358377,0.0005713898042564066,0.0003050838478106559,0.007104003197103914,0.0015691340945207367,0.005000245960974745,0.002241301413754454,0.003458698586245529
6.8,0.003017298911745959,0.0005798942562115555,0.00031006252375713586,0.007218069191431814,0.0016070236885563998,0.005130459850074209,0.0022782784409341858,0.0034217215590657975
6.9,0.003061564054417769,0.0005884669000961468,0.0003150822705240579,0.007332982585303773,0.0016455002261542733,0.005263362389605379,0.0023151635820401885,0.003384836417959795
7.0,0.003106158306373807,0.0005971077359101803,0.00032014308811142197,0.0074487433787197915,0.0016845637073143566,0.005398953579568252,0.002351956837072461,0.0033480431629275224
7.1,0.003151081667614073,0.0006058167636536561,0.00032524497651922803,0.00756535157167987,0.0017242141320366502,0.005537233419962828,0.002388658206031004,0.0033113417939689793
7.2,0.0031963369601905292,0.0006145903233022122,0.0003303851705012251,0.007682808975116866,0.0017644455849003058,0.005678257313149037,0.0024251976962106083,0.003274802303789375
7.3,0.0032419445703956045,0.0006234302018126856,0.00033556447662296115,0.007801163834715211,0.00180531675841151,0.005822225706635766,0.0024616464135758407,0.0032383535864241426
7.4,0.003287906709440634,0.0006323375028368244,0.00034078365224924826,0.007920422516897932,0.0018468372879119465,0.005969153902753501,0.002498030660295299,0.0032019693397046843
7.5,0.0033342233773256172,0.0006413122263746286,0.00034604269738008626,0.008040585021665027,0.0018890071734016145,0.006119041901502238,0.0025343504363689825,0.003165649563631001
7.6,0.0033808945740505547,0.000650354372426098,0.0003513416120154753,0.008161651349016499,0.0019318264148805147,0.006271889702881979,0.0025706057417968914,0.003129394258203092
